respondent_id,region,district,age,age_group,gender,education_level,monthly_income_ghs,smartphone_skill_score,mobile_money_transactions_monthly,average_transaction_value_ghs,data_usage_gb_monthly,digital_confidence_score,savings_behaviour_score
1058,Volta,Ho,18,18-24,Male,basic,616.64,9,12.0,89.34,8.8,8.8,4.9
1059,Ahafo,Asunafo North,28,25-34,Male,postgraduate,1266.0,9,38.0,119.19,15.0,8.6,6.0
1060,Volta,Ho,22,18-24,Male,tertiary,1336.03,6,8.0,72.92,11.7,7.5,5.5
1061,Western,Shama,39,35-44,Male,secondary,1856.5,4,25.0,74.49,9.0,3.7,4.4
1062,Greater Accra,Kasoa East,28,25-34,Female,basic,1018.04,7,30.0,56.06,10.7,9.2,3.6
1063,Upper East,Navrongo,34,25-34,Female,postgraduate,1171.67,5,28.0,82.84,8.9,4.8,4.8
1064,Ashanti,Mampong,30,25-34,Female,secondary,1054.65,5,25.0,112.86,6.1,4.5,7.6
1065,Ashanti,Obuasi,22,18-24,Male,postgraduate,1081.85,3,2.0,142.04,4.7,1.0,5.2
1066,Upper East,Bolgatanga,32,25-34,Female,tertiary,1050.18,4,2.0,103.58,8.5,3.6,3.6
1067,Western,Axim,18,18-24,Female,basic,923.24,5,20.0,85.45,5.1,6.8,3.0
1068,Ashanti,Obuasi,44,35-44,Female,tertiary,1708.84,6,21.0,142.23,9.3,9.3,5.7
1069,Eastern,Suhum,21,18-24,Male,basic,1009.22,4,31.0,95.53,7.7,3.8,3.6
1070,Upper East,Navrongo,44,35-44,Male,postgraduate,1522.65,6,14.0,42.36,9.9,6.8,6.9
1071,Bono,Wenchi,42,35-44,Female,secondary,1667.64,5,16.0,199.82,9.9,6.2,6.6
1072,Ashanti,Kumasi,18,18-24,Male,postgraduate,847.28,8,21.0,146.19,9.9,5.9,5.9
1073,Bono East,Atebubu,28,25-34,Female,postgraduate,1171.41,5,25.0,109.43,7.0,4.7,6.9
1074,Upper East,Paga,30,25-34,Female,postgraduate,1130.51,8,26.0,69.32,10.7,8.0,5.8
1075,Western,Sekondi-Takoradi,33,25-34,Female,tertiary,1297.96,6,23.0,87.63,12.9,7.8,7.6
1076,North East,Walewale,18,18-24,Male,secondary,611.0,6,14.0,99.49,10.6,8.4,6.6
1077,Ashanti,Mampong,22,18-24,Female,basic,713.51,7,28.0,117.94,10.2,6.4,9.4
1078,Oti,Jasikan,44,35-44,Female,secondary,955.99,7,38.0,52.65,13.0,5.6,4.1
1079,Western,Tarkwa,18,18-24,Male,tertiary,948.06,4,10.0,81.82,4.2,4.3,5.6
1080,Central,Mfantsiman,23,18-24,Male,basic,794.57,3,6.0,129.9,4.4,4.8,3.5
1081,Ahafo,Goaso,19,18-24,Female,tertiary,678.88,4,16.0,103.51,9.0,5.5,6.3
1082,Upper West,Tumu,30,25-34,Female,basic,643.86,7,23.0,89.93,8.9,8.2,6.3
1083,Northern,Tamale,29,25-34,Male,basic,990.63,8,27.0,93.99,11.6,9.0,5.3
1084,Northern,Savelugu,40,35-44,Male,secondary,1862.78,7,18.0,67.02,12.4,9.3,5.8
1085,Eastern,Suhum,46,45-54,Female,tertiary,2088.65,3,40.0,95.06,8.3,3.9,2.6
1086,Eastern,Suhum,31,25-34,Female,secondary,767.28,8,38.0,65.34,12.8,8.5,2.7
1087,North East,Walewale,38,35-44,Female,postgraduate,1936.63,8,25.0,111.49,14.0,10.0,6.3
1088,Western North,Sefwi Wiawso,18,18-24,Male,basic,903.6,7,27.0,102.67,9.0,5.6,7.9
1089,Bono East,Kintampo,30,25-34,Male,basic,1079.62,7,12.0,99.81,8.7,6.7,2.7
1090,Central,Cape Coast,22,18-24,Female,secondary,2350.7,5,25.0,57.09,11.3,5.6,6.9
1091,Oti,Kadjebi,24,18-24,Female,basic,1052.75,5,32.0,81.06,9.3,3.8,6.6
1092,Oti,Nkwanta South,18,18-24,Male,tertiary,753.52,9,4.0,86.71,12.1,8.4,7.4
1093,Central,Mfantsiman,23,18-24,Female,postgraduate,1113.33,10,30.0,94.49,15.2,8.6,5.2
1094,Savannah,Bole,31,25-34,Female,secondary,1035.21,5,12.0,97.0,8.3,4.8,3.5
1095,Ahafo,Goaso,28,25-34,Female,basic,667.9,4,9.0,100.92,7.4,6.2,6.6
1096,Bono East,Kintampo,22,18-24,Male,secondary,1162.63,5,30.0,88.79,6.9,5.6,5.2
1097,Bono,Sunyani,43,35-44,Female,basic,1183.56,4,22.0,108.72,7.8,1.0,3.4
1098,Greater Accra,Madina,40,35-44,Male,tertiary,1753.27,5,28.0,176.55,7.7,6.1,5.6
1099,Bono East,Nkoranza,36,35-44,Male,basic,1378.8,7,33.0,136.08,12.8,5.5,2.9
1100,North East,Nalerigu,26,25-34,Female,tertiary,1290.47,4,26.0,124.81,8.1,4.6,8.5
1101,Bono,Dormaa,27,25-34,Female,tertiary,597.39,6,19.0,40.5,7.8,5.1,4.8
1102,Western,Shama,18,18-24,Male,basic,778.98,4,26.0,54.87,9.3,4.9,3.8
1103,Western North,Bodi,35,35-44,Female,postgraduate,987.77,5,9.0,117.01,7.2,4.2,5.6
1104,Western North,Bibiani,32,25-34,Male,secondary,1239.0,2,19.0,71.67,6.1,2.0,3.8
1105,Upper East,Bawku,32,25-34,Male,secondary,1658.72,4,17.0,122.1,10.6,3.3,6.3
1106,Western,Tarkwa,38,35-44,Female,secondary,971.46,7,27.0,64.95,9.2,6.9,7.8
1107,Upper West,Wa,37,35-44,Female,secondary,1641.73,6,28.0,90.73,8.8,6.8,5.2
1108,Oti,Dambai,33,25-34,Female,postgraduate,1194.4,5,35.0,164.98,10.1,6.3,9.7
1109,Ashanti,Mampong,18,18-24,Male,tertiary,1321.0,5,23.0,62.16,5.4,4.8,6.2
1110,Bono East,Atebubu,35,35-44,Male,basic,632.31,6,37.0,119.61,8.6,7.0,4.6
1111,Volta,Kpando,31,25-34,Male,basic,1372.84,3,22.0,111.64,5.5,3.5,7.8
1112,Western,Tarkwa,24,18-24,Female,basic,1444.34,2,21.0,138.5,3.5,2.5,3.9
1113,Northern,Yendi,38,35-44,Female,secondary,1462.24,7,25.0,249.29,11.1,6.0,6.4
1114,Greater Accra,Madina,40,35-44,Female,tertiary,858.34,9,35.0,197.82,11.5,7.2,6.1
1115,Western North,Bodi,26,25-34,Female,postgraduate,953.12,9,26.0,184.83,15.2,7.4,5.0
1116,Bono,Wenchi,56,55-65,Female,postgraduate,1116.42,2,26.0,155.54,2.8,2.9,8.2
1117,Bono East,Nkoranza,25,25-34,Male,secondary,771.74,5,17.0,173.15,9.0,4.8,5.0
1118,Savannah,Bole,32,25-34,Female,basic,1014.82,5,25.0,138.32,5.6,7.0,5.4
1119,Bono,Wenchi,18,18-24,Male,basic,1959.43,10,37.0,72.52,15.2,10.0,5.6
1120,Western,Axim,31,25-34,Male,secondary,1257.51,9,33.0,129.76,15.2,10.0,6.1
1121,Bono East,Nkoranza,28,25-34,Male,basic,1034.86,6,32.0,121.91,5.1,7.8,3.9
1122,Western,Sekondi-Takoradi,31,25-34,Male,tertiary,2443.57,4,6.0,123.02,7.5,3.8,6.8
1123,Ahafo,Asunafo North,31,25-34,Female,tertiary,804.67,5,15.0,94.99,5.7,3.3,7.2
1124,Ahafo,Goaso,42,35-44,Male,secondary,1785.32,6,29.0,70.63,12.8,4.0,6.0
1125,Eastern,Nsawam,38,35-44,Male,basic,844.44,6,12.0,83.25,10.1,3.5,6.0
1126,Oti,Nkwanta South,29,25-34,Male,secondary,1124.6,4,17.0,105.08,9.1,2.8,3.5
1127,Greater Accra,Madina,22,18-24,Female,tertiary,1551.71,6,27.0,87.74,9.1,7.6,6.7
1128,Western North,Sefwi Wiawso,23,18-24,Male,basic,776.66,3,15.0,121.92,4.5,4.4,3.0
1129,Northern,Yendi,28,25-34,Male,tertiary,302.73,6,11.0,141.66,5.8,5.2,7.1
1130,Ahafo,Asutifi South,18,18-24,Female,secondary,1386.72,5,6.0,75.64,9.0,6.6,4.7
1131,North East,Walewale,25,25-34,Female,basic,1323.06,7,28.0,81.05,13.5,7.2,3.5
1132,Northern,Tolon,34,25-34,Male,tertiary,574.2,6,26.0,43.51,5.9,6.0,7.0
1133,Oti,Nkwanta South,27,25-34,Male,basic,829.5,4,20.0,120.36,5.7,6.7,5.3
1134,Upper West,Wa,18,18-24,Female,secondary,1691.3,7,30.0,117.85,8.5,7.5,4.2
1135,Eastern,Suhum,18,18-24,Female,tertiary,515.73,6,2.0,231.12,6.0,7.1,5.1
1136,Bono East,Atebubu,33,25-34,Male,tertiary,1071.65,8,27.0,100.29,14.5,9.0,7.8
1137,Upper East,Bolgatanga,31,25-34,Female,postgraduate,551.67,10,30.0,94.53,11.9,10.0,2.7
1138,Western North,Bodi,41,35-44,Male,basic,2155.45,6,33.0,116.46,11.0,6.6,6.7
1139,Western,Tarkwa,18,18-24,Male,tertiary,966.1,5,32.0,192.62,3.9,5.0,7.3
1140,Western North,Bodi,43,35-44,Female,tertiary,501.97,5,8.0,136.89,7.1,4.9,5.5
1141,Central,Cape Coast,37,35-44,Female,basic,1610.93,9,28.0,107.0,13.6,7.5,7.2
1142,Volta,Ho,22,18-24,Female,postgraduate,2462.85,7,33.0,95.98,14.1,8.1,5.5
1143,Upper East,Navrongo,39,35-44,Male,secondary,2476.74,7,34.0,191.45,10.1,6.6,7.2
1144,Ahafo,Asunafo North,31,25-34,Male,postgraduate,546.02,5,30.0,145.71,5.2,5.8,7.7
1145,Ahafo,Asutifi South,23,18-24,Female,tertiary,326.78,5,26.0,59.6,6.9,6.5,5.1
1146,Upper East,Navrongo,24,18-24,Female,basic,438.65,3,19.0,122.04,2.7,4.7,6.0
1147,Upper East,Paga,48,45-54,Female,tertiary,1070.43,6,37.0,148.98,8.9,8.3,4.8
1148,Ahafo,Asunafo North,31,25-34,Female,basic,1396.05,5,9.0,96.81,9.7,5.6,6.4
1149,Central,Mfantsiman,18,18-24,Female,basic,464.73,6,17.0,122.68,5.7,8.1,4.4
1150,Upper West,Lawra,31,25-34,Female,tertiary,1859.32,8,47.0,82.29,8.9,8.1,7.1
1151,Central,Kasoa,49,45-54,Male,basic,814.12,7,29.0,164.46,10.9,9.2,5.5
1152,Greater Accra,Accra,25,25-34,Female,secondary,953.03,8,21.0,120.25,10.7,5.3,7.4
1153,Upper East,Bawku,31,25-34,Female,secondary,1216.16,5,25.0,84.12,7.7,4.6,6.0
1154,Savannah,Sawla,32,25-34,Female,secondary,1787.49,9,27.0,97.49,14.9,8.7,4.5
1155,Bono East,Techiman,39,35-44,Female,postgraduate,1155.26,4,25.0,77.24,7.3,5.4,8.3
1156,Upper East,Bawku,32,25-34,Male,basic,1474.06,5,25.0,69.89,10.3,2.8,5.2
1157,Oti,Nkwanta South,36,35-44,Female,secondary,508.14,6,8.0,62.41,8.2,8.9,6.3
1158,Oti,Dambai,44,35-44,Female,postgraduate,1455.89,6,26.0,173.14,12.1,7.9,4.0
1159,Northern,Tolon,25,25-34,Female,tertiary,814.89,10,13.0,132.12,13.0,10.0,3.9
1160,North East,Chereponi,41,35-44,Female,basic,1090.14,10,26.0,156.9,11.8,9.5,8.0
1161,Upper West,Tumu,42,35-44,Male,tertiary,628.01,3,10.0,94.44,8.4,1.0,5.2
1162,Bono East,Nkoranza,19,18-24,Male,postgraduate,750.09,5,19.0,68.01,7.4,6.1,3.7
1163,Volta,Kpando,23,18-24,Male,tertiary,424.09,6,36.0,137.08,7.2,6.0,8.1
1164,Western North,Juaboso,50,45-54,Male,tertiary,854.29,7,33.0,41.44,10.3,4.5,7.3
1165,Volta,Hohoe,32,25-34,Female,secondary,1780.82,5,21.0,84.62,8.9,6.0,1.7
1166,Upper West,Jirapa,30,25-34,Male,tertiary,1248.78,4,18.0,129.98,11.3,5.7,6.1
1167,Northern,Tamale,25,25-34,Male,tertiary,803.38,6,24.0,45.14,5.9,6.9,4.5
1168,Oti,Jasikan,28,25-34,Male,tertiary,1155.13,3,0.0,124.25,5.9,1.1,4.3
1169,North East,Chereponi,30,25-34,Male,postgraduate,903.07,4,19.0,90.1,5.7,6.1,6.4
1170,Ahafo,Asutifi South,31,25-34,Male,postgraduate,876.05,4,13.0,115.79,5.0,2.1,6.5
1171,Savannah,Sawla,18,18-24,Female,secondary,2129.75,6,19.0,91.02,8.7,7.0,7.9
1172,Savannah,Bole,24,18-24,Male,secondary,742.41,4,27.0,50.13,3.8,4.2,5.6
1173,Upper West,Lawra,18,18-24,Female,basic,987.51,4,36.0,148.6,6.5,3.0,7.3
1174,Upper West,Tumu,22,18-24,Male,secondary,706.05,5,30.0,77.08,7.4,3.4,4.0
1175,Savannah,Salaga,43,35-44,Female,tertiary,1005.33,6,28.0,102.31,9.4,5.1,4.2
1176,Bono,Dormaa,23,18-24,Female,tertiary,670.6,4,17.0,150.18,7.3,2.6,7.8
1177,Upper West,Tumu,48,45-54,Female,postgraduate,1159.07,9,31.0,148.53,12.4,9.9,4.7
1178,Bono,Dormaa,22,18-24,Male,postgraduate,1022.43,5,19.0,62.49,6.1,3.4,5.0
1179,Western,Sekondi-Takoradi,43,35-44,Female,tertiary,1224.04,7,26.0,195.23,13.6,9.9,5.7
1180,Greater Accra,Accra,43,35-44,Female,postgraduate,1594.64,6,23.0,63.46,10.8,7.5,5.3
1181,Greater Accra,Accra,37,35-44,Female,secondary,2573.28,8,31.0,146.51,16.0,7.1,7.9
1182,Ahafo,Goaso,39,35-44,Male,secondary,844.98,1,14.0,128.59,3.5,1.7,7.1
1183,North East,Nalerigu,18,18-24,Female,basic,1588.24,4,31.0,164.95,7.9,3.9,5.9
1184,North East,Chereponi,25,25-34,Male,postgraduate,720.86,5,16.0,169.77,6.1,5.7,4.0
1185,Upper West,Wa,18,18-24,Female,basic,2902.71,9,32.0,53.57,12.8,8.5,4.8
1186,Central,Komenda,35,35-44,Female,secondary,1027.54,6,19.0,92.93,9.6,5.8,6.1
1187,Greater Accra,Accra,25,25-34,Male,secondary,1252.82,3,6.0,103.87,4.1,1.0,7.1
1188,Bono,Wenchi,18,18-24,Male,basic,469.43,3,16.0,89.76,1.6,1.0,5.2
1189,Savannah,Damongo,18,18-24,Female,secondary,1095.88,8,27.0,63.46,11.3,5.6,4.3
1190,Oti,Nkwanta South,30,25-34,Female,postgraduate,963.53,7,11.0,146.37,11.2,7.7,3.3
1191,Oti,Kadjebi,25,25-34,Male,secondary,463.78,5,10.0,82.24,5.2,4.3,5.4
1192,Northern,Yendi,34,25-34,Male,tertiary,888.04,2,30.0,98.37,5.0,2.7,2.6
1193,Bono East,Kintampo,25,25-34,Male,tertiary,909.61,8,23.0,64.4,12.5,5.8,3.7
1194,Bono,Wenchi,35,35-44,Male,tertiary,621.77,7,18.0,98.61,8.9,7.1,5.6
1195,Oti,Kadjebi,19,18-24,Female,tertiary,1210.63,7,12.0,72.31,10.2,9.3,8.1
1196,Bono East,Techiman,32,25-34,Male,postgraduate,888.39,3,26.0,113.16,4.6,3.5,4.1
1197,Volta,Keta,39,35-44,Male,secondary,568.78,8,32.0,152.66,11.8,8.0,6.2
1198,Northern,Tolon,42,35-44,Female,basic,1212.36,6,22.0,98.01,6.1,9.5,6.1
1199,Bono,Sunyani,44,35-44,Male,tertiary,2412.06,6,40.0,145.38,9.9,6.7,6.5
1200,Eastern,Akim Oda,28,25-34,Female,tertiary,2263.23,5,23.0,171.2,8.5,4.6,5.2
1201,Central,Komenda,18,18-24,Female,tertiary,1337.15,8,22.0,126.98,13.0,9.4,4.2
1202,Western North,Bodi,21,18-24,Male,tertiary,796.73,5,29.0,123.15,7.6,7.4,5.0
1203,Western North,Bodi,25,25-34,Male,postgraduate,521.22,7,22.0,166.23,7.2,7.1,6.0
1204,Bono,Sunyani,18,18-24,Female,postgraduate,1242.15,4,7.0,129.97,5.7,3.8,4.6
1205,Western North,Juaboso,18,18-24,Male,secondary,992.59,5,8.0,136.45,9.3,4.6,4.6
1206,Central,Kasoa,25,25-34,Female,basic,2431.19,6,24.0,68.87,11.5,5.7,5.0
1207,Ashanti,Obuasi,22,18-24,Male,secondary,1061.99,1,6.0,100.07,4.8,1.0,5.6
1208,Savannah,Sawla,43,35-44,Male,tertiary,1091.69,10,38.0,69.5,16.8,10.0,3.1
1209,Volta,Kpando,18,18-24,Female,tertiary,3166.98,6,8.0,93.56,12.0,6.2,5.7
1210,Central,Mfantsiman,34,25-34,Female,tertiary,1049.37,8,28.0,149.28,9.0,8.0,6.4
1211,North East,Chereponi,20,18-24,Male,basic,1431.61,1,15.0,132.2,6.3,2.8,4.6
1212,Eastern,Nsawam,31,25-34,Female,secondary,887.63,4,24.0,58.5,6.4,3.4,6.8
1213,Upper East,Bolgatanga,34,25-34,Male,postgraduate,1271.49,3,8.0,84.82,6.4,1.4,2.6
1214,Volta,Hohoe,18,18-24,Male,basic,830.29,8,33.0,80.85,11.5,6.8,4.3
1215,North East,Nalerigu,43,35-44,Male,secondary,2817.96,4,20.0,77.32,10.0,5.3,4.5
1216,Savannah,Damongo,30,25-34,Female,secondary,727.55,7,32.0,62.22,10.1,6.3,3.2
1217,Volta,Ho,28,25-34,Male,tertiary,1277.72,6,5.0,155.34,9.2,5.4,5.8
1218,Savannah,Bole,30,25-34,Female,basic,1265.75,6,27.0,90.16,7.4,5.5,5.3
1219,Upper West,Jirapa,36,35-44,Female,secondary,1419.51,8,24.0,113.35,8.2,6.1,5.1
1220,North East,Bunkpurugu,37,35-44,Female,postgraduate,530.09,5,16.0,54.16,3.8,5.2,1.0
1221,Upper West,Jirapa,39,35-44,Male,basic,1480.42,6,19.0,73.32,9.0,4.7,6.8
1222,Bono East,Kintampo,29,25-34,Male,tertiary,1404.47,5,24.0,73.98,5.5,3.4,6.4
1223,Western,Shama,18,18-24,Female,secondary,587.98,4,16.0,91.5,6.4,5.1,6.5
1224,Upper East,Navrongo,49,45-54,Female,postgraduate,470.5,6,29.0,97.44,7.1,8.8,7.9
1225,Western,Shama,41,35-44,Female,basic,616.88,4,28.0,63.98,6.7,1.0,2.4
1226,Upper West,Lawra,18,18-24,Female,postgraduate,1384.18,8,31.0,73.93,12.7,7.1,2.6
1227,Northern,Tolon,23,18-24,Female,postgraduate,2565.7,5,23.0,126.35,7.2,5.2,6.8
1228,Western,Sekondi-Takoradi,21,18-24,Female,secondary,1531.47,8,42.0,80.62,13.0,8.6,10.0
1229,Upper East,Paga,20,18-24,Male,tertiary,1169.65,5,14.0,121.16,10.3,6.2,5.4
1230,Bono,Berekum,26,25-34,Female,tertiary,822.29,5,12.0,78.33,6.7,3.8,10.0
1231,Bono East,Nkoranza,38,35-44,Male,basic,1073.59,8,35.0,164.55,12.2,8.0,4.7
1232,Bono East,Kintampo,22,18-24,Female,secondary,1707.42,7,18.0,125.33,10.7,7.1,5.1
1233,Western North,Bodi,35,35-44,Male,secondary,1814.69,6,21.0,110.6,8.7,7.2,3.3
1234,Oti,Nkwanta South,39,35-44,Male,basic,1778.12,4,15.0,92.98,10.1,3.9,6.4
1235,Upper West,Lawra,40,35-44,Female,postgraduate,973.68,7,21.0,96.19,7.8,4.9,8.4
1236,Western,Shama,38,35-44,Female,basic,2081.66,4,25.0,96.56,6.3,2.0,7.2
1237,Ashanti,Ejisu,32,25-34,Male,tertiary,872.75,8,32.0,110.04,12.3,6.1,7.6
1238,Bono,Sunyani,18,18-24,Female,tertiary,1221.06,6,34.0,117.23,7.7,5.3,2.3
1239,Upper West,Lawra,46,45-54,Female,secondary,1858.06,10,32.0,167.7,16.6,10.0,4.8
1240,Western North,Sefwi Wiawso,19,18-24,Female,secondary,1087.73,4,15.0,124.38,9.1,4.1,4.9
1241,Upper West,Tumu,20,18-24,Male,secondary,1072.54,5,12.0,100.27,6.3,5.9,3.1
1242,Eastern,Akim Oda,32,25-34,Male,tertiary,1895.28,6,18.0,79.22,10.7,5.2,6.4
1243,Savannah,Bole,23,18-24,Female,secondary,1587.12,6,20.0,86.06,10.3,6.6,5.8
1244,Upper West,Jirapa,18,18-24,Female,secondary,1638.33,8,20.0,54.81,10.7,8.3,4.8
1245,Eastern,Nsawam,39,35-44,Female,postgraduate,1677.5,5,33.0,154.22,7.5,4.3,6.1
1246,Northern,Tamale,18,18-24,Male,tertiary,1199.85,10,24.0,95.98,14.8,7.9,3.6
1247,Eastern,Koforidua,30,25-34,Male,postgraduate,914.11,4,12.0,66.02,6.4,2.9,8.4
1248,Volta,Ho,25,25-34,Female,tertiary,1494.24,10,32.0,114.97,11.2,9.6,6.1
1249,Central,Komenda,41,35-44,Female,basic,587.57,4,18.0,93.03,5.5,2.7,4.9
1250,Savannah,Damongo,32,25-34,Female,secondary,1797.04,7,25.0,112.19,11.1,9.6,8.1
1251,Ahafo,Asunafo North,23,18-24,Female,secondary,1046.19,8,30.0,50.83,10.7,7.7,1.9
1252,Upper East,Bolgatanga,33,25-34,Female,basic,1389.47,7,42.0,74.29,11.6,8.7,6.2
1253,Central,Cape Coast,38,35-44,Male,tertiary,833.19,6,23.0,150.22,8.0,7.0,4.8
1254,Western,Shama,29,25-34,Female,postgraduate,704.43,5,8.0,86.95,9.0,5.5,6.0
1255,Ashanti,Kumasi,18,18-24,Female,secondary,3656.32,6,27.0,131.19,11.1,6.1,2.8
1256,Volta,Keta,39,35-44,Female,secondary,1046.82,5,26.0,91.49,6.6,3.9,7.3
1257,Western North,Bodi,27,25-34,Female,postgraduate,1264.33,7,30.0,94.89,8.6,8.9,3.7
1258,Eastern,Akim Oda,19,18-24,Female,postgraduate,672.98,6,20.0,78.9,4.1,7.8,5.9
1259,Bono,Berekum,32,25-34,Male,tertiary,2387.81,5,33.0,148.08,9.4,3.8,4.7
1260,Western North,Bibiani,18,18-24,Female,basic,958.35,4,17.0,72.79,5.6,5.4,5.6
1261,Savannah,Bole,25,25-34,Female,postgraduate,1171.82,4,15.0,42.34,3.8,3.0,2.2
1262,Upper West,Jirapa,36,35-44,Female,tertiary,1018.06,6,12.0,83.44,6.1,6.1,7.0
1263,Northern,Yendi,18,18-24,Male,secondary,1456.15,9,20.0,85.64,13.1,7.6,6.8
1264,North East,Walewale,25,25-34,Male,tertiary,1371.84,2,16.0,101.5,2.4,1.0,3.0
1265,Upper West,Tumu,25,25-34,Male,postgraduate,1495.56,4,17.0,78.05,6.8,4.5,7.0
1266,Volta,Kpando,36,35-44,Male,secondary,856.13,4,41.0,147.17,6.4,5.3,7.5
1267,Western North,Sefwi Wiawso,48,45-54,Female,tertiary,959.75,3,32.0,127.83,3.3,3.0,6.4
1268,Ashanti,Obuasi,27,25-34,Male,basic,562.19,5,20.0,99.71,6.3,5.3,5.2
1269,Central,Cape Coast,28,25-34,Male,secondary,2433.49,4,22.0,102.4,9.7,2.0,5.7
1270,Upper East,Navrongo,34,25-34,Female,secondary,513.58,9,14.0,104.26,10.8,7.8,5.5
1271,Oti,Dambai,35,35-44,Female,tertiary,588.51,5,33.0,260.77,8.2,2.3,4.5
1272,Western,Sekondi-Takoradi,38,35-44,Female,tertiary,690.04,5,20.0,90.62,8.5,4.4,7.3
1273,Upper West,Wa,18,18-24,Female,postgraduate,809.39,7,28.0,118.02,8.2,6.5,4.4
1274,North East,Chereponi,29,25-34,Female,tertiary,1143.36,10,33.0,79.22,12.5,10.0,5.8
1275,Eastern,Koforidua,19,18-24,Male,postgraduate,1996.08,7,32.0,106.82,13.9,7.0,6.7
1276,Volta,Ho,27,25-34,Male,basic,1387.38,5,17.0,157.48,4.6,6.4,4.9
1277,Oti,Jasikan,25,25-34,Female,secondary,934.82,9,20.0,127.15,13.0,10.0,6.6
1278,Upper East,Bawku,31,25-34,Female,tertiary,933.32,7,29.0,215.63,10.3,6.5,6.1
1279,Oti,Nkwanta South,33,25-34,Female,postgraduate,2894.19,5,20.0,125.62,11.0,8.0,3.9
1280,Central,Kasoa,19,18-24,Male,secondary,497.58,9,28.0,117.83,10.3,8.2,4.8
1281,Savannah,Damongo,24,18-24,Female,basic,593.52,7,29.0,98.51,9.0,4.4,5.6
1282,Oti,Dambai,51,45-54,Male,secondary,768.3,6,16.0,84.91,9.2,6.8,9.1
1283,Northern,Tolon,24,18-24,Male,tertiary,643.85,3,12.0,148.65,5.7,2.0,4.8
1284,Bono,Dormaa,22,18-24,Female,secondary,1279.89,5,19.0,93.13,6.2,5.0,7.5
1285,Ashanti,Ejisu,21,18-24,Male,secondary,1257.51,10,40.0,88.08,11.4,10.0,4.4
1286,Bono,Wenchi,20,18-24,Female,basic,1424.15,8,14.0,122.64,11.8,7.1,6.5
1287,Bono East,Techiman,25,25-34,Female,postgraduate,1621.79,4,24.0,84.33,9.8,2.0,4.4
1288,Bono,Wenchi,18,18-24,Female,basic,727.44,3,8.0,113.26,7.3,1.5,5.8
1289,North East,Nalerigu,36,35-44,Male,basic,1395.66,8,32.0,236.5,14.7,7.1,5.3
1290,Ahafo,Asutifi South,30,25-34,Male,basic,1134.93,6,17.0,106.6,10.2,6.4,2.1
1291,Central,Cape Coast,36,35-44,Female,secondary,1358.04,7,32.0,35.07,12.9,6.7,4.9
1292,Ashanti,Mampong,22,18-24,Male,postgraduate,764.45,8,8.0,153.15,7.2,6.5,2.1
1293,Volta,Ho,33,25-34,Female,secondary,660.31,9,18.0,87.99,11.1,10.0,8.3
1294,Volta,Keta,25,25-34,Male,secondary,1027.1,10,30.0,83.62,11.5,10.0,6.0
1295,North East,Chereponi,49,45-54,Male,postgraduate,864.61,4,25.0,76.22,6.4,1.6,8.2
1296,Bono,Wenchi,21,18-24,Female,tertiary,804.25,4,21.0,124.88,6.7,5.2,3.5
1297,Ahafo,Tano North,33,25-34,Female,tertiary,2321.04,6,12.0,72.21,7.3,8.1,4.4
1298,Oti,Kadjebi,35,35-44,Female,tertiary,2098.13,8,33.0,100.54,11.0,5.9,4.3
1299,Volta,Keta,39,35-44,Female,basic,3723.61,5,16.0,192.88,10.5,4.5,3.6
1300,Oti,Jasikan,35,35-44,Male,postgraduate,682.6,4,14.0,86.08,1.0,3.7,4.0
1301,Savannah,Sawla,18,18-24,Female,secondary,1138.1,5,25.0,80.9,5.8,5.8,8.1
1302,Ashanti,Kumasi,18,18-24,Male,tertiary,1292.83,2,20.0,90.11,3.5,1.4,8.1
1303,Greater Accra,Tema,45,45-54,Male,postgraduate,1734.42,9,44.0,57.74,13.9,10.0,4.9
1304,Volta,Ho,29,25-34,Female,basic,895.32,7,24.0,110.31,7.6,6.6,6.3
1305,Upper East,Bolgatanga,29,25-34,Male,tertiary,452.32,4,17.0,148.61,6.4,3.4,4.0
1306,Upper West,Jirapa,40,35-44,Female,postgraduate,716.63,4,22.0,79.3,5.4,5.4,7.9
1307,Ashanti,Obuasi,42,35-44,Male,tertiary,2091.37,7,22.0,68.8,11.4,5.8,1.7
1308,Western North,Bodi,37,35-44,Male,postgraduate,967.29,9,24.0,101.56,13.7,10.0,6.6
1309,Western,Sekondi-Takoradi,18,18-24,Female,tertiary,1735.41,8,27.0,92.67,13.5,5.3,7.3
1310,Western North,Bibiani,19,18-24,Female,secondary,885.02,8,24.0,85.64,9.9,8.1,7.5
1311,Bono East,Atebubu,27,25-34,Female,basic,827.17,7,53.0,130.43,7.0,7.2,3.9
1312,Western North,Sefwi Wiawso,31,25-34,Female,postgraduate,2208.56,3,18.0,107.8,6.1,3.5,6.6
1313,Volta,Keta,24,18-24,Male,tertiary,959.14,6,19.0,76.14,9.6,7.0,7.1
1314,Bono,Sunyani,35,35-44,Female,tertiary,2005.1,5,13.0,130.93,11.3,5.5,4.7
1315,Savannah,Damongo,19,18-24,Male,secondary,1004.88,5,6.0,72.06,5.6,2.1,7.1
1316,Oti,Jasikan,24,18-24,Female,secondary,3230.9,10,49.0,108.19,16.1,10.0,3.3
1317,Greater Accra,Tema,36,35-44,Male,tertiary,1315.96,4,11.0,207.0,9.3,1.2,8.5
