record_id,year,region,district,school_name,school_type,rainfall_mm,average_temperature_c,attendance_rate_pct,graduation_rate_pct,teacher_student_ratio,electricity_outage_days
1179,2021,Western,Axim,Mfantsipim School,public,58,28.7,79.8,73,0.044,2
1180,2021,Ahafo,Asutifi South,Mfantsipim School,mission,15.1,23.9,80.9,88.2,0.056,3
1181,2022,Greater Accra,Madina,Apam SHS,private,53,25.7,85.6,76.8,0.049,7
1182,2024,Ahafo,Asutifi South,Ghana National College,private,54.8,31.2,68.5,84.2,0.028,2
1183,2019,Northern,Yendi,Cape Coast Technical University,public,75.1,36,68.9,85.5,0.048,4
1184,2022,Ahafo,Goaso,Ghana National College,public,57.3,29.5,72.5,93.9,0.041,5
1185,2020,Eastern,Koforidua,Adisadel College,public,68.3,20.4,73.3,85.7,0.027,8
1186,2020,Ashanti,Mampong,Wesley Girls,public,19.3,30.2,85.9,99,0.04,1
1187,2023,Western,Axim,Apam SHS,private,28,24.6,74.9,94.7,0.036,3
1188,2025,Savannah,Bole,St Augustine's College,public,140.3,27.8,78.9,83.9,0.029,3
1189,2018,Western,Shama,Cape Coast Technical University,mission,75.9,34.3,69.2,80.1,0.042,2
1190,2019,Eastern,Koforidua,Mfantsipim School,public,40.7,27,84.8,98.5,0.054,5
1191,2021,Eastern,Nsawam,Mfantsipim School,private,42.2,30.3,69.3,88.7,0.052,4
1192,2023,Western North,Sefwi Wiawso,St Augustine's College,mission,43.5,28.9,72.1,93.3,0.043,5
1193,2025,Central,Mfantsiman,Cape Coast Technical University,private,125.1,29.7,71.6,82.1,0.032,4
1194,2018,Central,Mfantsiman,Ghana National College,mission,128.2,24.3,86.9,80.8,0.03,2
1195,2018,North East,Walewale,Adisadel College,public,113,29.7,84.1,83.6,0.046,4
1196,2023,Greater Accra,Accra,Cape Coast Technical University,mission,79.3,32.5,76.8,83.8,0.038,1
1197,2023,Central,Mfantsiman,St Augustine's College,private,60.6,25.4,65.9,77,0.042,4
1198,2021,Bono East,Kintampo,Ghana National College,mission,33.8,32.6,80.2,74.9,0.049,3
1199,2021,Ahafo,Asunafo North,Mfantsipim School,mission,123.8,26.4,81.4,84.8,0.044,7
1200,2022,Volta,Hohoe,Ghana National College,mission,61.5,31.7,86.2,88.9,0.029,6
1201,2024,Ashanti,Obuasi,Apam SHS,private,77.8,26.8,83.9,77.2,0.055,5
1202,2020,Oti,Dambai,Apam SHS,mission,110.7,26,66.6,82.9,0.031,4
1203,2021,Greater Accra,Madina,Wesley Girls,mission,46.3,30.8,72.4,80,0.055,2
1204,2025,Oti,Kadjebi,Adisadel College,public,75.1,30.2,82.9,88.3,0.041,5
1205,2022,Savannah,Bole,UCC Practice School,mission,90.2,24.9,81,95.4,0.051,4
1206,2024,Ahafo,Goaso,Apam SHS,public,102.1,31.8,77,76.5,0.03,1
1207,2020,Upper West,Lawra,Wesley Girls,mission,87.6,25.4,77.7,72.6,0.052,2
1208,2019,Upper West,Tumu,Wesley Girls,private,2.6,27.8,74.3,84.6,0.03,3
1209,2019,Northern,Tamale,Apam SHS,mission,86.6,29.6,59.5,75.7,0.052,1
1210,2019,Eastern,Akim Oda,Apam SHS,mission,73,26.9,78.1,87.1,0.039,3
1211,2021,Central,Komenda,Ghana National College,public,56.4,31.4,88.9,83.2,0.052,7
1212,2020,Eastern,Nsawam,UCC Practice School,private,46.7,30.7,82.4,89.9,0.034,2
1213,2023,Upper West,Lawra,Ghana National College,public,23.2,29,78.2,79,0.047,4
1214,2025,Ahafo,Asunafo North,Apam SHS,public,16.5,22.6,72.8,81.6,0.049,3
1215,2024,Ashanti,Kumasi,Cape Coast Technical University,private,52.5,32.5,83.3,88.5,0.041,6
1216,2020,Greater Accra,Tema,UCC Practice School,private,59.9,29.3,72.1,81.6,0.052,3
1217,2019,Eastern,Koforidua,Cape Coast Technical University,mission,68.8,27.6,96.6,96.3,0.046,1
1218,2018,Greater Accra,Tema,Apam SHS,public,139.4,29.3,78.3,91.3,0.036,6
1219,2020,Upper East,Bawku,UCC Practice School,public,52.2,31.9,75.5,87.3,0.053,2
1220,2020,Eastern,Nsawam,St Augustine's College,private,20.4,30,86.6,90.9,0.036,4
1221,2022,Greater Accra,Madina,Cape Coast Technical University,mission,40.6,29.7,81.1,85.1,0.048,5
1222,2019,Western North,Bibiani,Apam SHS,private,107,24.5,65.1,72.8,0.047,8
1223,2024,Greater Accra,Accra,Mfantsipim School,mission,56.2,24.3,75.5,90.3,0.03,4
1224,2018,Eastern,Akim Oda,Adisadel College,mission,26.4,28.4,79.9,71.3,0.039,5
1225,2022,North East,Chereponi,Apam SHS,mission,63,30.7,80,70.6,0.043,3
1226,2018,Western,Sekondi-Takoradi,UCC Practice School,public,25.8,32.2,71.3,81.8,0.032,4
1227,2023,Volta,Hohoe,UCC Practice School,private,104.1,33.3,81.4,81.3,0.029,1
1228,2018,Greater Accra,Accra,Wesley Girls,mission,23.3,35.2,61.4,78.4,0.042,5
1229,2025,Northern,Savelugu,Ghana National College,private,106.7,28.3,77.8,79.2,0.031,6
1230,2023,Upper West,Tumu,Mfantsipim School,mission,48.8,30.2,82.3,88.5,0.049,1
1231,2018,Central,Komenda,St Augustine's College,public,20.2,29.6,96.1,86.9,0.051,1
1232,2021,Upper East,Bawku,UCC Practice School,private,53.7,27.5,80.4,83.4,0.029,9
1233,2020,Upper East,Bolgatanga,Ghana National College,public,25.2,32.2,68.4,78.2,0.047,3
1234,2020,Volta,Hohoe,St Augustine's College,mission,56,31.5,79.4,94.4,0.048,2
1235,2022,North East,Chereponi,Apam SHS,public,41.2,28.6,67.1,71,0.028,4
1236,2024,Western,Axim,Cape Coast Technical University,public,75.8,26.5,82.6,94.1,0.044,2
1237,2023,North East,Nalerigu,UCC Practice School,private,68,25.7,82.2,78.9,0.044,6
1238,2018,North East,Walewale,Cape Coast Technical University,mission,28,27.1,71.3,73.5,0.041,2
1239,2024,Bono East,Techiman,Apam SHS,mission,26.8,29.9,65.7,75.8,0.046,6
1240,2018,Northern,Savelugu,Cape Coast Technical University,public,133.2,27.3,100,88.1,0.034,3
1241,2020,Oti,Kadjebi,Ghana National College,private,14.9,29.6,75,85.7,0.034,6
1242,2023,Bono East,Nkoranza,UCC Practice School,private,28.2,28.1,78.7,76.9,0.053,3
1243,2018,Eastern,Akim Oda,Cape Coast Technical University,private,64.7,28.4,79.3,79.7,0.046,1
1244,2025,Savannah,Damongo,UCC Practice School,public,85.9,30.1,75.1,90.1,0.038,9
1245,2024,Eastern,Suhum,Adisadel College,mission,46.5,28.5,79.4,83.4,0.046,4
1246,2025,Ashanti,Ejisu,Wesley Girls,mission,85.1,25.9,81.7,78.5,0.048,4
1247,2018,Upper East,Bawku,St Augustine's College,private,56.2,27.6,89.2,95.7,0.035,9
1248,2024,Greater Accra,Accra,St Augustine's College,private,91.2,31,68.5,77.2,0.042,6
1249,2018,Upper West,Wa,St Augustine's College,private,51.3,29.8,71.5,74.4,0.03,4
1250,2019,Greater Accra,Tema,Ghana National College,public,51.1,29.2,78.9,75.5,0.044,3
1251,2019,Ahafo,Asutifi South,St Augustine's College,private,21.8,28.5,89.8,88.2,0.046,5
1252,2024,Upper West,Wa,Ghana National College,mission,92.2,26.6,61.9,83.6,0.048,7
1253,2019,Central,Kasoa,UCC Practice School,private,111.3,24.9,78.7,76.1,0.054,7
1254,2025,Northern,Yendi,Ghana National College,public,52.2,29.9,85,84,0.031,3
1255,2023,Oti,Jasikan,UCC Practice School,mission,18,28.4,91.6,98.6,0.028,4
1256,2023,Central,Mfantsiman,UCC Practice School,mission,102.9,29.7,85.9,84.9,0.054,4
1257,2022,Oti,Nkwanta South,Cape Coast Technical University,private,51.2,31.6,73.4,84.9,0.045,8
1258,2018,Greater Accra,Accra,Adisadel College,public,51.9,26.1,85.7,85.7,0.043,3
1259,2024,Northern,Tamale,Cape Coast Technical University,mission,55.7,20.3,63.7,86.6,0.039,0
1260,2019,Upper East,Bolgatanga,Ghana National College,public,93.7,30.6,87.1,91.4,0.039,4
1261,2025,Upper West,Tumu,Apam SHS,public,120.5,32.7,84.7,89,0.035,3
1262,2025,Upper West,Tumu,Cape Coast Technical University,mission,23.4,28.6,74.8,78,0.045,3
1263,2019,Ahafo,Goaso,Apam SHS,mission,23.3,28.7,80.4,99,0.027,5
1264,2024,Northern,Savelugu,Apam SHS,public,41.2,27.9,75.3,75.1,0.042,6
1265,2024,Bono East,Atebubu,Mfantsipim School,private,42.6,30.6,74.5,84.6,0.028,3
1266,2025,Western,Tarkwa,St Augustine's College,mission,117.8,25.5,82.3,86.8,0.047,8
1267,2021,Ahafo,Goaso,Wesley Girls,private,73.1,32.6,82.6,85.9,0.054,4
1268,2022,Western North,Bodi,St Augustine's College,mission,76.3,29.4,76.4,91.1,0.032,5
1269,2019,North East,Walewale,Mfantsipim School,private,37.3,28.3,80.3,79.7,0.034,2
1270,2019,Western,Axim,UCC Practice School,mission,59.7,27.3,95.1,90.9,0.042,4
1271,2019,Bono,Sunyani,Cape Coast Technical University,private,34.8,31.6,83.2,82,0.041,4
1272,2025,Savannah,Sawla,Ghana National College,public,36.8,28.4,72,85.3,0.05,5
1273,2021,North East,Walewale,Cape Coast Technical University,mission,20.7,33.1,79.2,82.4,0.03,5
1274,2021,Eastern,Koforidua,Adisadel College,private,36.8,31.3,54.6,73,0.042,8
1275,2022,Eastern,Suhum,Apam SHS,public,33.6,32.7,82.4,81.6,0.053,3
1276,2025,North East,Nalerigu,Ghana National College,private,106.4,28.4,72.5,69.5,0.046,5
1277,2018,Northern,Tolon,Adisadel College,mission,101.1,30.4,62.7,78.1,0.034,4
1278,2018,North East,Nalerigu,Wesley Girls,public,38.6,29.6,84,79.7,0.028,4
1279,2025,Upper East,Bolgatanga,St Augustine's College,public,52.2,28.2,80.9,73.4,0.039,3
1280,2023,Greater Accra,Accra,UCC Practice School,mission,41.1,26.1,80.5,85.5,0.04,4
1281,2024,Bono,Sunyani,Apam SHS,private,58.6,35.2,87.9,78.7,0.03,6
1282,2022,Upper West,Tumu,Ghana National College,mission,86.9,27.5,78.7,94,0.04,6
1283,2023,Bono East,Atebubu,Adisadel College,private,31.7,30.9,82.4,79.1,0.046,3
1284,2025,Northern,Tamale,Adisadel College,mission,38,32.1,74.5,88.5,0.04,4
1285,2018,Savannah,Bole,Apam SHS,mission,79.9,27,85.4,94.9,0.033,2
1286,2020,Bono East,Techiman,Apam SHS,mission,38.1,25.2,73.6,85.8,0.054,4
1287,2025,North East,Chereponi,Apam SHS,private,79.6,30.2,78.1,75.9,0.03,4
1288,2023,Eastern,Koforidua,Mfantsipim School,private,21.6,27.8,78.6,95.9,0.044,1
1289,2018,Western,Axim,Mfantsipim School,private,64.9,26.8,80.2,89.9,0.048,1
1290,2025,Central,Komenda,St Augustine's College,public,34.8,27.5,76.9,88.1,0.034,4
1291,2021,Western North,Sefwi Wiawso,Adisadel College,public,86.6,30,85.5,81.3,0.037,3
1292,2021,Greater Accra,Accra,Wesley Girls,private,51.4,24.8,76.9,81.5,0.039,3
1293,2019,Ahafo,Goaso,Adisadel College,private,17,28.5,73.6,73.4,0.045,5
1294,2021,Oti,Dambai,Adisadel College,public,70.6,25.7,74.6,74.7,0.041,8
1295,2020,Bono,Dormaa,Ghana National College,mission,46.4,32.9,78.1,92.3,0.032,7
1296,2020,Central,Komenda,Ghana National College,mission,95.9,28.6,78.3,88.2,0.052,1
1297,2024,Bono East,Nkoranza,Mfantsipim School,private,46.9,32.3,69.7,77.1,0.037,3
1298,2020,Bono,Sunyani,Ghana National College,mission,67.8,31.8,76,82.5,0.038,7
1299,2019,Volta,Hohoe,Adisadel College,private,74.3,29.3,85,94.2,0.05,5
1300,2018,Bono,Berekum,Ghana National College,public,85.1,30.9,73,88.5,0.042,5
1301,2025,Northern,Tamale,Apam SHS,private,33.8,30.6,87.3,80.7,0.033,4
1302,2024,Central,Komenda,Mfantsipim School,public,49.4,31.8,75.7,78.9,0.053,3
1303,2019,Bono,Wenchi,Apam SHS,mission,45.8,28.7,78.4,84.4,0.05,6
1304,2021,Savannah,Salaga,St Augustine's College,private,34.4,29.7,83.1,90.5,0.044,2
1305,2025,Central,Komenda,Apam SHS,private,38.6,26.1,98.4,83.8,0.041,3
1306,2025,Upper East,Bolgatanga,Cape Coast Technical University,private,48.2,26.6,75.1,75.1,0.046,6
1307,2020,Northern,Savelugu,Wesley Girls,public,44.9,30.8,74.1,79,0.037,7
1308,2024,Bono,Sunyani,Cape Coast Technical University,mission,30.1,30.4,89.9,78.3,0.047,4
1309,2025,Western North,Bodi,Cape Coast Technical University,private,50.9,26.4,76.3,84.1,0.027,5
1310,2025,Volta,Kpando,Adisadel College,mission,54.6,29.1,79,74.4,0.038,1
1311,2019,Central,Kasoa,Wesley Girls,public,98.6,25.4,79.6,94.8,0.044,4
1312,2023,Ashanti,Kumasi,Cape Coast Technical University,mission,18.4,24.9,72.9,75,0.044,2
1313,2025,North East,Nalerigu,Cape Coast Technical University,private,43.9,29.6,74.7,73.6,0.028,4
1314,2019,Volta,Ho,Apam SHS,private,77.9,27.1,59.5,84.9,0.047,4
1315,2024,Eastern,Koforidua,UCC Practice School,public,19.3,29.7,80.4,86.1,0.029,5
1316,2020,Upper East,Navrongo,St Augustine's College,mission,16.7,27.8,61.4,73.8,0.048,4
1317,2025,North East,Walewale,Apam SHS,private,50.8,27,87.1,88.7,0.053,2
1318,2022,Ahafo,Tano North,Apam SHS,public,31.1,32.5,83.4,94.5,0.055,2
1319,2020,Ashanti,Obuasi,UCC Practice School,mission,116.5,31,73.9,84.6,0.044,5
1320,2022,Greater Accra,Kasoa East,Adisadel College,private,72.5,27.4,86.3,92.4,0.047,6
1321,2020,Greater Accra,Kasoa East,Wesley Girls,public,47,32.8,86.7,77.8,0.033,2
1322,2018,Upper East,Paga,St Augustine's College,public,66.6,26.1,74.3,85.2,0.037,6
1323,2022,Savannah,Bole,Apam SHS,public,74.5,26.1,68.6,79.1,0.027,3
1324,2022,Northern,Yendi,Adisadel College,public,67.3,26.3,79.7,85.9,0.05,4
1325,2023,Upper East,Navrongo,UCC Practice School,public,35.1,27.4,89.4,86.4,0.046,5
1326,2019,Upper East,Bolgatanga,St Augustine's College,mission,48.4,26.5,80.7,76.8,0.034,2
1327,2022,Eastern,Koforidua,Cape Coast Technical University,private,18.5,28.3,77.3,84.9,0.041,1
1328,2021,Upper East,Navrongo,Adisadel College,mission,81.8,26.5,75.6,88.6,0.048,7
1329,2019,Greater Accra,Madina,UCC Practice School,public,8.2,27.5,77,80.3,0.046,2
1330,2024,Bono East,Nkoranza,Adisadel College,private,85.8,28.8,60.1,85.2,0.036,4
1331,2019,Ashanti,Obuasi,Apam SHS,public,21.7,31.3,88.4,86,0.037,2
1332,2023,Northern,Savelugu,Apam SHS,public,25.4,29.9,99.9,99,0.031,2
1333,2024,Savannah,Bole,Apam SHS,private,39.3,32.4,68.2,80.5,0.03,6
1334,2024,Western North,Bibiani,Cape Coast Technical University,mission,17.4,28.7,74.6,85.9,0.038,4
1335,2018,Ahafo,Asutifi South,Apam SHS,private,39.7,28.5,72.2,79.8,0.04,4
1336,2019,Eastern,Akim Oda,Apam SHS,mission,18.7,33.2,66.6,81.1,0.054,3
1337,2025,Oti,Nkwanta South,St Augustine's College,public,27.4,31.4,78.8,83.5,0.041,4
1338,2024,Northern,Savelugu,UCC Practice School,public,28.4,31.9,81,77.8,0.032,8
1339,2024,Oti,Nkwanta South,Mfantsipim School,mission,104.8,34.9,80.2,87.7,0.031,1
1340,2019,Oti,Dambai,UCC Practice School,public,70.4,26.4,74.9,83.9,0.036,3
1341,2021,Ashanti,Ejisu,Wesley Girls,mission,51.9,24.3,99.5,99,0.053,3
1342,2019,Ashanti,Kumasi,Mfantsipim School,mission,27.9,29.9,77.9,79.2,0.05,4
1343,2022,Upper East,Navrongo,Ghana National College,private,62.9,29.2,77.6,68.9,0.041,2
1344,2025,Northern,Tamale,Wesley Girls,public,94.9,26.5,67.7,89.8,0.054,3
1345,2023,Upper West,Tumu,Apam SHS,private,47.4,29.8,75.3,78.2,0.033,6
1346,2024,Oti,Nkwanta South,Adisadel College,private,70.5,28.5,73.5,82.8,0.039,4
1347,2023,Oti,Jasikan,Cape Coast Technical University,public,92,29.8,68.6,70.4,0.026,1
1348,2018,Northern,Yendi,Wesley Girls,private,72,30.9,83.6,82.1,0.052,4
1349,2025,Bono East,Kintampo,Wesley Girls,public,69.3,31.2,71.2,84,0.031,5
1350,2025,Western,Sekondi-Takoradi,Ghana National College,public,73.3,30.9,73.8,76.7,0.054,1
1351,2023,North East,Bunkpurugu,UCC Practice School,private,70.1,21.9,84,81.6,0.041,3
1352,2023,North East,Walewale,Cape Coast Technical University,public,33.9,31.1,76,71.8,0.055,6
1353,2021,Savannah,Salaga,UCC Practice School,public,82.1,26.2,83.4,94.8,0.042,3
1354,2023,Ashanti,Mampong,Mfantsipim School,public,157.3,28.9,69.1,74.1,0.04,3
1355,2020,Bono East,Atebubu,Adisadel College,public,37.4,30,64.3,70.9,0.04,1
1356,2020,Eastern,Akim Oda,Wesley Girls,private,20.6,31.8,79.5,69.4,0.051,1
1357,2025,Western,Axim,Mfantsipim School,mission,26.4,28,87.6,81.4,0.037,9
1358,2020,Bono East,Nkoranza,Ghana National College,private,24.2,29.2,87.1,92.9,0.051,3
1359,2021,Greater Accra,Madina,Mfantsipim School,mission,25.2,28.1,80.7,91.3,0.052,3
1360,2020,Upper West,Lawra,Ghana National College,mission,109.1,29,78,81.3,0.035,8
1361,2022,Oti,Dambai,Cape Coast Technical University,mission,42.9,28.5,79.5,75.7,0.053,5
1362,2020,Upper East,Paga,Wesley Girls,public,63.2,31,57.9,74.8,0.032,3
1363,2020,Central,Cape Coast,Apam SHS,mission,93.2,33,78.2,82.1,0.05,5
1364,2018,Bono East,Nkoranza,Adisadel College,public,37.1,24.9,73.8,85.8,0.031,3
1365,2020,Eastern,Nsawam,Mfantsipim School,public,32.1,32,89.8,88.3,0.047,5
1366,2024,Eastern,Koforidua,UCC Practice School,public,61.8,31.8,76.2,92,0.055,4
1367,2020,Central,Kasoa,Ghana National College,private,96.2,30,78.3,77.5,0.029,1
1368,2019,Eastern,Nsawam,Adisadel College,mission,133.9,37.8,66.1,71.9,0.032,3
1369,2022,Western,Shama,UCC Practice School,private,40.3,28.3,85.4,85,0.037,2
1370,2024,Western,Tarkwa,Wesley Girls,public,60.9,27.3,78.2,83.2,0.037,5
1371,2025,Central,Kasoa,Apam SHS,private,42.2,35.8,78.5,88.7,0.032,3
1372,2021,Greater Accra,Kasoa East,Mfantsipim School,public,71.9,24.1,99.4,90.7,0.041,5
1373,2025,Volta,Kpando,St Augustine's College,private,47.3,24.6,80.4,83.2,0.049,5
1374,2018,Central,Komenda,UCC Practice School,public,116.4,31.2,93.6,96.9,0.05,8
1375,2021,Bono East,Kintampo,Adisadel College,public,41.3,29.7,59.2,68.2,0.04,3
1376,2020,Savannah,Salaga,Mfantsipim School,private,36.2,25.4,81.7,98.4,0.035,3
1377,2019,Northern,Yendi,Apam SHS,public,41.2,31.3,82.2,86.9,0.033,3
1378,2020,Central,Cape Coast,UCC Practice School,mission,30.9,28.1,68.6,69.1,0.047,3
1379,2020,Eastern,Akim Oda,Ghana National College,private,25.6,23.7,80.1,82.7,0.029,3
1380,2025,Ashanti,Kumasi,St Augustine's College,private,35.3,30.8,70.8,67.5,0.042,5
1381,2025,Ahafo,Goaso,Adisadel College,public,59.2,31.8,75.3,78.1,0.042,4
1382,2023,Bono,Dormaa,Cape Coast Technical University,private,26.1,25.4,74.1,78.6,0.03,2
1383,2023,Greater Accra,Accra,Cape Coast Technical University,mission,84.9,24.9,72,95.7,0.04,8
1384,2018,Ahafo,Goaso,St Augustine's College,private,75.8,21.9,71,80.5,0.034,4
1385,2025,Ahafo,Asunafo North,Adisadel College,mission,56.9,28.7,61.5,77.7,0.031,6
1386,2018,Western North,Juaboso,Cape Coast Technical University,private,21.3,27.6,76.9,76.6,0.029,4
1387,2021,North East,Chereponi,UCC Practice School,mission,72.8,27.3,80.5,97.3,0.032,1
1388,2024,Bono,Berekum,Wesley Girls,private,21.2,31.9,81.9,87.6,0.045,0
1389,2025,Ashanti,Obuasi,Cape Coast Technical University,mission,29.9,27.6,57.8,71.7,0.048,2
1390,2020,North East,Nalerigu,Ghana National College,public,44.8,25.2,67.2,75.4,0.033,7
1391,2025,Upper West,Wa,Ghana National College,private,79.7,28.6,83.7,78.5,0.043,5
1392,2023,Upper East,Navrongo,Wesley Girls,private,30.6,29.8,66.9,80.6,0.037,3
1393,2021,Oti,Jasikan,Adisadel College,mission,51.3,25.8,85.5,81.5,0.042,5
1394,2020,Volta,Kpando,Apam SHS,private,103.8,25.6,85.9,83.1,0.034,4
1395,2018,Ashanti,Ejisu,Adisadel College,mission,18.2,31.8,88.1,93.8,0.028,4
1396,2019,Upper West,Lawra,Ghana National College,public,50.5,24.4,59.7,72.4,0.036,4
1397,2023,Western,Axim,Mfantsipim School,mission,45,26.3,84.7,86.1,0.031,5
1398,2023,Oti,Jasikan,Cape Coast Technical University,private,82.4,26.5,78.5,80.2,0.048,6
1399,2024,Volta,Kpando,UCC Practice School,public,64.9,28.6,71.8,81.7,0.048,4
1400,2021,Greater Accra,Tema,Adisadel College,mission,57.1,30.5,79.6,83.4,0.028,2
1401,2021,Greater Accra,Tema,Wesley Girls,mission,76,29.8,75.6,80.7,0.038,3
1402,2022,Oti,Jasikan,Apam SHS,public,45.7,28.9,59.2,84.6,0.029,4
1403,2023,Eastern,Koforidua,Ghana National College,private,41.4,34.7,63.6,85.1,0.047,1
1404,2022,Ahafo,Asunafo North,Apam SHS,private,26.5,28.1,69.3,70.6,0.027,5
1405,2019,Ahafo,Tano North,UCC Practice School,private,50.4,24.6,84.5,70.2,0.039,4
1406,2023,Savannah,Damongo,Wesley Girls,public,51.8,30.4,83.1,92.7,0.031,3
1407,2025,Volta,Ho,Wesley Girls,mission,87.3,28.8,77,82.6,0.046,2
1408,2022,Savannah,Bole,Adisadel College,public,46.1,28.7,67.5,80.5,0.033,4
1409,2025,Bono,Wenchi,Cape Coast Technical University,mission,19.8,28,68.5,88.9,0.038,5
1410,2019,Upper East,Bolgatanga,Wesley Girls,public,47.9,29.9,73.6,76.8,0.026,3
1411,2020,Upper West,Jirapa,Ghana National College,mission,72.6,33,90.2,88.2,0.055,3
1412,2022,Upper East,Navrongo,Mfantsipim School,mission,86.9,33.2,68.7,80.7,0.048,3
1413,2022,Upper East,Bawku,Ghana National College,public,29.9,34.9,68.5,87.3,0.031,7
1414,2021,Savannah,Salaga,St Augustine's College,public,51.4,31,80.6,84.8,0.039,5
1415,2019,Upper West,Lawra,Ghana National College,public,13.2,33.1,86,84.3,0.041,6
1416,2021,Bono East,Atebubu,St Augustine's College,mission,24.6,30.6,74.3,78.8,0.033,3
1417,2022,Northern,Savelugu,Adisadel College,public,42.8,27.9,87.9,89.4,0.029,5
1418,2024,Western North,Bibiani,St Augustine's College,mission,57.2,34.2,76,80.6,0.043,5
1419,2023,Upper East,Paga,Mfantsipim School,mission,29.2,27.7,74.6,72.1,0.051,2
1420,2024,Greater Accra,Accra,UCC Practice School,public,64.1,28.2,66.8,80.6,0.043,6
1421,2020,Ahafo,Goaso,UCC Practice School,private,62.6,30.6,82.2,69.2,0.045,3
1422,2024,Bono East,Kintampo,Adisadel College,private,70.1,29.3,66.2,86.7,0.044,9
1423,2025,Eastern,Nsawam,UCC Practice School,mission,64.4,25.9,62.1,72.2,0.04,8
1424,2018,Volta,Keta,UCC Practice School,mission,47.7,32.5,76.5,85.9,0.031,2
1425,2025,Upper West,Lawra,Mfantsipim School,private,104.8,27.7,68,85.4,0.032,2
1426,2019,Eastern,Suhum,Apam SHS,mission,68.6,32.3,70.8,86.3,0.036,7
1427,2019,Greater Accra,Madina,UCC Practice School,private,51.9,29.2,85,96.8,0.035,5
1428,2020,Northern,Savelugu,St Augustine's College,mission,56.3,29,80.7,82.1,0.042,3
1429,2020,Eastern,Suhum,Adisadel College,mission,93,27.7,84.5,88.7,0.039,5
1430,2019,Ahafo,Asunafo North,St Augustine's College,public,102.8,30.6,77.1,83.6,0.045,7
1431,2019,Bono,Sunyani,Wesley Girls,private,27,27.6,56.2,76.5,0.051,4
1432,2020,Ahafo,Asunafo North,Mfantsipim School,mission,37.6,37.9,75.2,83.7,0.028,7
1433,2023,Eastern,Akim Oda,Wesley Girls,private,62.1,31.9,83.5,80.2,0.04,8
1434,2020,Western,Tarkwa,Mfantsipim School,public,24.2,32.1,87,90.6,0.033,3
1435,2024,Greater Accra,Madina,Mfantsipim School,private,58.9,25.8,82.5,82.7,0.053,6
1436,2020,Western,Tarkwa,Adisadel College,mission,128.8,31.4,79.8,91.4,0.042,2
1437,2024,Western,Sekondi-Takoradi,Cape Coast Technical University,private,41.5,30.2,83.5,85.7,0.052,7
1438,2022,Upper East,Bawku,Wesley Girls,public,79,27.4,91.8,89.5,0.046,8
1439,2023,Western,Tarkwa,St Augustine's College,private,56.2,34.8,77,87.1,0.03,3
1440,2019,Western,Shama,Adisadel College,private,40.2,25.6,76.9,80.9,0.051,2
1441,2019,Upper East,Navrongo,Cape Coast Technical University,private,41.5,26.7,82.4,74.7,0.036,4
1442,2020,Bono,Sunyani,Mfantsipim School,private,149.1,29,67.3,88.9,0.048,1
1443,2021,Oti,Kadjebi,St Augustine's College,mission,16.4,33.1,86.1,94,0.041,3
1444,2025,Northern,Tamale,Mfantsipim School,private,56.1,27.6,71.1,80.3,0.048,4
1445,2018,Ahafo,Asunafo North,Mfantsipim School,public,79,25.9,77.6,80.2,0.042,2
1446,2019,Ahafo,Asutifi South,St Augustine's College,private,111.1,27.3,56.1,64.2,0.053,4
1447,2024,Greater Accra,Madina,Ghana National College,public,89.1,27.3,72.1,84.2,0.041,1
1448,2024,Upper East,Paga,St Augustine's College,public,55.6,29.6,71.7,74.2,0.028,5
1449,2022,Central,Komenda,Apam SHS,public,29.1,27.3,73.7,84.1,0.04,4
1450,2018,Western North,Bibiani,UCC Practice School,public,87.1,27.4,80.4,84,0.055,4
1451,2024,Central,Mfantsiman,Apam SHS,mission,63.6,28.5,75.2,81.3,0.049,5
1452,2021,Central,Mfantsiman,Adisadel College,private,90.7,25.3,64.7,78,0.045,1
1453,2023,Savannah,Salaga,St Augustine's College,private,17.2,31.8,78.2,84,0.031,1
1454,2024,Savannah,Salaga,Adisadel College,mission,43.6,28.5,73,72.6,0.032,7
1455,2022,Upper East,Paga,Wesley Girls,private,99.6,27.1,82,92.4,0.047,5
1456,2020,Central,Mfantsiman,St Augustine's College,mission,38.7,29.8,77.8,80.3,0.048,2
1457,2021,Ashanti,Mampong,Cape Coast Technical University,public,53.9,30.1,83.4,83.6,0.037,4
1458,2020,Volta,Ho,Wesley Girls,private,59.4,28.1,70.7,74.7,0.055,2
1459,2022,Ahafo,Asunafo North,St Augustine's College,public,43.4,27.4,85.8,88.6,0.047,4
1460,2022,Central,Kasoa,Apam SHS,private,87.4,29.7,80,85.3,0.052,5
1461,2020,Oti,Jasikan,Cape Coast Technical University,private,24.7,24.1,84.3,73.2,0.028,2
1462,2018,Northern,Tolon,Apam SHS,private,46.9,29.4,73.2,86.1,0.045,3
1463,2025,North East,Walewale,Adisadel College,public,52.8,28.5,75.7,92.5,0.048,8
1464,2019,Northern,Tolon,Cape Coast Technical University,mission,35.2,31.3,76.3,82.2,0.05,4
1465,2019,Bono,Berekum,Apam SHS,public,69.9,30.2,72.9,71.9,0.046,6
1466,2023,Western,Axim,Cape Coast Technical University,mission,35.5,30.6,71.9,78,0.044,3
1467,2022,Ashanti,Mampong,Wesley Girls,private,46.5,25.4,67.3,73.1,0.048,4
